,MovieID,Title,Genres,release_year,imdbId,tmdbId,title,overview,original_language,genres,production_companies,keywords,cast,crew,poster_url
1871,2047,"Gnome-Mobile, The (1967)",Children's,1967,61715,24816,The Gnome-Mobile,"An eccentric millionaire and his grandchildren are embroiled in the plights of some forest gnomes who are searching for the rest of their tribe. While helping them, the millionaire is suspected of being crazy because he's seeing gnomes! He's committed, and the niece and nephew and the gnomes have to find him and free him.",en,"['Fantasy', 'Comedy', 'Family']",['Walt Disney Productions'],"['dancing', 'sibling relationship', 'magic']","['Walter Brennan', 'Matthew Garber', 'Karen Dotrice', 'Richard Deacon', 'Sean McClory', 'Ed Wynn', 'Jerome Cowan', 'Charles Lane', 'Gil Lamb', 'Maudie Prickett']",['Robert Stevenson'],https://image.tmdb.org/t/p/w500/oeugD3jvHaNCaSc6r3NK1EcYvty.jpg
1872,2048,"Great Mouse Detective, The (1986)",Animation|Children's,1986,91149,9994,The Great Mouse Detective,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",en,"['Animation', 'Family', 'Mystery', 'Crime', 'Adventure']","['Silver Screen Partners II', 'Walt Disney Pictures']","['london, england', 'detective', 'queen', 'mouse', 'villain', 'victorian england', 'thug', 'cartoon mouse', '19th century', 'whimsical']","['Barrie Ingham', 'Vincent Price', 'Val Bettin', 'Susanne Pollatschek', 'Candy Candido', 'Diana Chesney', 'Eve Brenner', 'Alan Young', 'Basil Rathbone', 'Ellen Fitzhugh']","['Burny Mattinson', 'John Musker', 'David Michener', 'Ron Clements']",https://image.tmdb.org/t/p/w500/9uDr7vfjCFr39KGCcqrk44Cg7fQ.jpg
1873,2049,"Happiest Millionaire, The (1967)",Comedy|Musical,1967,61749,25445,The Happiest Millionaire,"A happy and unbelievably lucky young Irish immigrant, John Lawless, lands a job as the butler of an unconventional millionaire, Biddle. His daughter, Cordelia Drexel Biddle, tires of the unusual antics of her father--especially since the nice young men around town all fear him. Wouldn't you fear a father-in-law that keeps alligators for pets and teaches boxing at his daily Bible classes?",en,"['Comedy', 'Drama', 'Family', 'Music']",['Walt Disney Productions'],[],"['Fred MacMurray', 'Greer Garson', 'Gladys Cooper', 'Geraldine Page', 'Tommy Steele', 'Hermione Baddeley', 'John Davidson', 'Lesley Ann Warren', 'Paul Petersen', 'Eddie Hodges']",['Norman Tokar'],https://image.tmdb.org/t/p/w500/xPePeB56IdkQOwMz8niiFhePOsq.jpg
1874,2050,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,1980,80861,12129,Herbie Goes Bananas,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.,en,"['Fantasy', 'Comedy', 'Family', 'Adventure']",['Walt Disney Productions'],"['mexico', 'chase', 'sequel', 'criminal syndicate', 'private detective', 'counterfeiting ring', 'bananas', 'latin america']","['Cloris Leachman', 'Charles Martin Smith', 'John Vernon', 'Stephen W. Burns', 'Elyssa Davalos', 'Joaquin Garay III', 'Harvey Korman', 'Richard Jaeckel', 'Alex Rocco', 'Fritz Feld']",['Vincent McEveety'],https://image.tmdb.org/t/p/w500/7cBOYLDhHMA351ndLthSxBCwO5N.jpg
1875,2051,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy,1977,76137,14140,Herbie Goes to Monte Carlo,"Herbie, the Volkswagen Beetle with a mind of its own, is racing in the Monte Carlo Rally. But thieves have hidden a cache of stolen diamonds in Herbie's gas tank, and are now trying to get them back.",en,"['Romance', 'Comedy', 'Family', 'Action', 'Adventure']",['Walt Disney Productions'],"['paris, france', 'car race', 'monte carlo', 'car mechanic', 'sequel', 'diamond theft', 'monte carlo rally']","['Dean Jones', 'Don Knotts', 'Julie Sommars', 'Jacques Marin', 'Roy Kinnear', 'Bernard Fox', 'Eric Braeden', 'Xavier Saint-Macary', 'François Lalande', 'Alan Caillou']",['Vincent McEveety'],https://image.tmdb.org/t/p/w500/4gMplOTJWAj1oNrv0QJG6SGhBNQ.jpg
1876,2052,Hocus Pocus (1993),Children's|Comedy,1993,107120,10439,Hocus Pocus,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",en,"['Fantasy', 'Comedy', 'Family']","['Walt Disney Pictures', 'Touchwood Pacific Partners 1', 'David Kirschner Productions']","['witch', 'virgin', 'sibling relationship', 'magic', 'halloween', 'undead', 'resurrection', 'potion', 'salem, massachusetts', 'trick or treating', 'spellcasting', 'talking cat', 'time skip', 'grimoire', 'teen fantasy']","['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy', 'Omri Katz', 'Thora Birch', 'Vinessa Shaw', 'Tobias Jelinek', 'Larry Bagby', 'Doug Jones', 'Amanda Shepherd']",['Kenny Ortega'],https://image.tmdb.org/t/p/w500/by4D4Q9NlUjFSEUA1yrxq6ksXmk.jpg
1877,2053,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,1992,104437,11158,"Honey, I Blew Up the Kid","Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam comes right up to the machine, he gets zapped along with his stuffed bunny.",en,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","['Walt Disney Pictures', 'Touchwood Pacific Partners 1']","['inventor', 'becoming an adult', 'infant', 'family']","['Rick Moranis', 'Marcia Strassman', 'Robert Oliveri', 'Daniel Shalikar', 'Joshua Shalikar', 'Lloyd Bridges', 'John Shea', 'Keri Russell', 'Ron Canada', ""Amy O'Neill""]",['Randal Kleiser'],https://image.tmdb.org/t/p/w500/4EGqDo2pP2ZL0TCcYDGnwsU8liQ.jpg
1878,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,1989,97523,9354,"Honey, I Shrunk the Kids",The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,en,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","['Walt Disney Pictures', 'Silver Screen Partners III']","['inventor', 'parent child relationship', 'ant', 'shrinking', 'giant insect', 'neighbor', 'miniaturization', 'next door neighbor', 'odd neighbor']","['Rick Moranis', 'Matt Frewer', 'Marcia Strassman', 'Kristine Sutherland', 'Thomas Wilson Brown', 'Jared Rushton', ""Amy O'Neill"", 'Robert Oliveri', 'Carl Steven', 'Mark L. Taylor']",['Joe Johnston'],https://image.tmdb.org/t/p/w500/omQOzahi2NIeiYznNxHFDvNbvo6.jpg
1879,2055,Hot Lead and Cold Feet (1978),Comedy|Western,1978,77698,28736,Hot Lead & Cold Feet,"Twin brothers -- one rough and tough, the other a city-bred milquetoast -- compete for their father's fortune.",en,"['Action', 'Comedy', 'Family', 'Western']",['Walt Disney Productions'],[],"['Jim Dale', 'Karen Valentine', 'Don Knotts', 'Jack Elam', 'Darren McGavin', 'John Williams', 'Warren Vanders', 'Debbie Lytton', 'Michael Sharrett', 'David S. Cass Sr.']",['Robert Butler'],https://image.tmdb.org/t/p/w500/zr6pX2rUfaub8QcGaIjYInuJBqQ.jpg
1880,2056,In Search of the Castaways (1962),Adventure|Children's,1962,56095,34774,In Search of the Castaways,"Two teenagers, Mary (Hayley Mills) and Robert (Keith Hamshere) are lead by Professor Paganel (Maurice Chevalier) on a search expedition for the children's shipwrecked sea captain father. This Disney film was based upon Jules Verne's 1868 adventure novel Captain Grant's Children.",en,"['Adventure', 'Family']",['Walt Disney Productions'],"['based on novel or book', 'jules verne', 'shipwreck', 'volcano', 'pirate', 'south america', 'condor', 'andes mountains', 'brother sister relationship']","['Maurice Chevalier', 'Hayley Mills', 'George Sanders', 'Wilfrid Hyde-White', 'Michael Anderson Jr.', 'Antonio Cifariello', 'Wilfrid Brambell', 'Jack Gwillim', 'Ronald Fraser', 'Norman Bird']",['Robert Stevenson'],https://image.tmdb.org/t/p/w500/27hbGwIAmvcB9X9FdXSwvU05frt.jpg
1881,2057,"Incredible Journey, The (1963)",Adventure|Children's,1963,57180,37969,The Incredible Journey,"The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?",en,"['Adventure', 'Family']",['Walt Disney Productions'],"['cat', 'bear', 'dog', 'pets']","['Émile Genest', 'John Drainie', 'Sandra Scott', 'Jan Rubeš', 'Tommy Tweed', 'Syme Jago', 'Marion Finlayson', 'Ronald Cohoon', 'Robert Christie', 'Beth Lockerbie']",['Fletcher Markle'],https://image.tmdb.org/t/p/w500/vOnusK40twHThlxz6sGXVyakATx.jpg
1882,2058,"Negotiator, The (1998)",Action|Thriller,1998,120768,9631,The Negotiator,"The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.",en,"['Action', 'Crime', 'Drama', 'Thriller']","['Regency Enterprises', 'Mandeville Films', 'Taurus Film']","['chicago, illinois', 'corruption', 'police', 'hostage', 'innocence', 'pension', 'hostage-taking', 'murder', 'conspiracy', 'bullet wound', 'urban setting', 'negotiator']","['Samuel L. Jackson', 'Kevin Spacey', 'David Morse', 'Ron Rifkin', 'John Spencer', 'J.T. Walsh', 'Siobhan Fallon Hogan', 'Paul Giamatti', 'Regina Taylor', 'Bruce Beatty']",['F. Gary Gray'],https://image.tmdb.org/t/p/w500/dUMHEymATOGbs2K3E4dmNSVBgFQ.jpg
1883,2059,"Parent Trap, The (1998)",Children's|Drama,1998,120783,9820,The Parent Trap,"Hallie Parker and Annie James are identical twins who were separated at a young age due to their parents' divorce. Unbeknownst to their parents, the girls are sent to the same summer camp, where they meet, discover the truth about their relationship, and come up with a plan to switch places in an effort to reunite their mother and father.",en,"['Comedy', 'Family', 'Romance']","['Walt Disney Pictures', 'The Meyers/Shyer Company']","['california', 'summer camp', 'twin sister', 'remake', 'matchmaking', 'family reunion', 'wedding dress', 'gold digger', 'twins separated at birth', 'identity swap', 'father daughter reunion', 'divorced parents', 'woman director', 'mother daughter reunion', 'napa valley', 'sleepaway camp', 'father daughter relationship', 'mother daughter relationship', 'sister sister relationship', 'stop wedding', 'parent child reunion', 'age-gap relationship', 'long lost sibling', 'identical twins', 'cheerful', 'wedding sabotage', 'wine collection']","['Lindsay Lohan', 'Dennis Quaid', 'Natasha Richardson', 'Elaine Hendrix', 'Lisa Ann Walter', 'Simon Kunz', 'Polly Holliday', 'Maggie Wheeler', 'Ronnie Stevens', 'Erin Mackey']",['Nancy Meyers'],https://image.tmdb.org/t/p/w500/p4dGmi8u9W0HHyVXcgWPoiFfKTF.jpg
1884,2060,BASEketball (1998),Comedy,1998,131857,14013,BASEketball,"Two losers from Milwaukee, Coop and Remer, invent a new game combining basketball with the rules of baseball. When the game becomes a huge success, they, along with a billionaire's help, form the Professional Baseketball League where everyone gets the same pay and no team can change cities. When a rival owner wants to institute major rule changes, Coop and Remer's team is the only one standing in the way.",en,['Comedy'],"['Universal Pictures', 'Zucker Brothers Productions']","['sports', 'stadium', 'invention', 'mascot', 'friends', 'money', 'business', 'aftercreditsstinger', 'driveway', 'sportscaster', 'whimsical']","['Trey Parker', 'Matt Stone', 'Dian Bachar', 'Yasmine Bleeth', 'Jenny McCarthy', 'Ernest Borgnine', 'Robert Vaughn', 'Trevor Einhorn', 'Bob Costas', 'Al Michaels']",['David Zucker'],https://image.tmdb.org/t/p/w500/oKZdAUV9XSLp091f0GmtQEu0UZy.jpg
1885,2061,Full Tilt Boogie (1997),Documentary,1997,119165,36606,Full Tilt Boogie,A documentary about the production of From Dusk Till Dawn (1996) and the people who made it.,en,['Documentary'],"['Miramax', 'L. Driver Productions Inc']","['movie business', 'stuntman', 'swimming pool', 'hot tub', 'special effects', 'hollywood', 'writer', 'birthday cake', 'filmmaking', 'producer', 'making of', 'rainstorm', 'movie star', 'location', 'cast', 'effects', 'horror filmmaking', 'movie set', 'woman director']","['Rick Stribling', 'Kevin Bondy', 'Amy Minda Cohen', 'Elizabeth Avellan', 'Dieter Busch', 'Cecilia Montiel', 'Greg Nicotero', 'Victoria Lucai', 'George Clooney', 'McPherson O. Downs']",['Sarah Kelly'],https://image.tmdb.org/t/p/w500/88AiFDwQHuGjE6ZfunMQNNjIEDw.jpg
1886,2062,"Governess, The (1998)",Drama|Romance,1998,120687,96196,The Governess,"When the father of privileged Rosina da Silva violently dies, she decides to pass herself off as a gentile and finds employment with a family in faraway Scotland. Soon she and the family father, Charles, start a passionate secret affair.",en,"['Drama', 'Romance']","['British Screen Productions', 'Arts Council of England', 'BBC']","['scotland', 'loss of virginity', 'kissing', 'woman director', 'gentile']","['Minnie Driver', 'Tom Wilkinson', 'Harriet Walter', 'Jonathan Rhys Meyers', 'Florence Hoath', 'Arlene Cockburn', 'Emma Bird', 'Adam Levy', 'Countess Koulinskyi', 'Bruce Myers']",['Sandra Goldbacher'],https://image.tmdb.org/t/p/w500/xi1nfYolXIJI6bV8YGq1Zv7XwTz.jpg
1887,2063,Seventh Heaven (Le Septième ciel) (1997),Drama|Romance,1997,124115,98505,Seventh Heaven,"A bored, sexually frustrated woman's life improves when she begins hypnotherapy and tries feng shui, but her husband's life unravels.",fr,['Drama'],[],"['kleptomania', 'hypnosis', 'marital problem', 'hypnotherapy']","['Sandrine Kiberlain', 'Vincent Lindon', 'François Berléand', 'Philippe Magnan', 'Francine Bergé', 'Florence Loiret Caille']",['Benoît Jacquot'],https://image.tmdb.org/t/p/w500/81BJZBQzgxrS3l0yot8yNTzDH8d.jpg
1888,2064,Roger & Me (1989),Comedy|Documentary,1989,98213,1779,Roger & Me,"A documentary about the closure of General Motors' plant at Flint, Michigan, which resulted in the loss of 30,000 jobs. Details the attempts of filmmaker Michael Moore to get an interview with GM CEO Roger Smith.",en,"['Documentary', 'History', 'Comedy']","['Dog Eat Dog Films', 'Warner Bros. Pictures']","['capitalism', 'economics', 'unemployment', 'corporate greed']","['Michael Moore', 'Rhonda Britton', 'Fred Ross', 'Roger B. Smith', 'Bob Eubanks', 'James Blanchard', 'Kaye Lani Rae Rafko Wilson', 'Pat Boone', 'Anita Bryant', 'Ronald Reagan']",['Michael Moore'],https://image.tmdb.org/t/p/w500/ePVEnKOMtrIfHZ6wQBfWihTvwqD.jpg
1889,2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,1985,89853,10849,The Purple Rose of Cairo,"Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mundane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again.",en,"['Fantasy', 'Comedy', 'Romance']","['Orion Pictures', 'Jack Rollins & Charles H. Joffe Productions']","['new york city', 'great depression', 'falling in love', 'movie star']","['Mia Farrow', 'Jeff Daniels', 'Danny Aiello', 'Irving Metzman', 'Stephanie Farrow', 'Edward Herrmann', 'John Wood', 'Deborah Rush', 'Van Johnson', 'Zoe Caldwell']",['Woody Allen'],https://image.tmdb.org/t/p/w500/ccsint43E44B7NGceEhVimD93Yt.jpg
1890,2066,Out of the Past (1947),Film-Noir,1947,39689,678,Out of the Past,The peaceful life of a gas station owner is disrupted when a man from his past arrives in town and forces him to return to the dark world he had tried to escape.,en,"['Crime', 'Thriller']",['RKO Radio Pictures'],"['small town', 'gas station', 'suppressed past', 'gangster', 'detective', 'deaf-mute', 'briefcase', 'deception', 'femme fatale', 'partner', 'film noir', 'black and white', 'double cross', 'tax evasion', 'framed for murder']","['Robert Mitchum', 'Jane Greer', 'Kirk Douglas', 'Paul Valentine', 'Virginia Huston', 'Rhonda Fleming', 'Richard Webb', 'Steve Brodie', 'Dickie Moore', 'Ken Niles']",['Jacques Tourneur'],https://image.tmdb.org/t/p/w500/lnUK6Cg5ARM0qaq0B5SG20VAM0h.jpg
